COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,COMENTARIO,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,NPS
32119,3,FC,101,4," Por el cambio de sede el cual no estuve de acuerdo, para mi era màs cerca la.sede.San Borja",,,4.0,,3
16182,1,AC,38,1," Por la buena infraestructura, pero hay muchos alumnos",,Delegado,5.0,,2
4853,1,AC,36,2, Siempre innova y tiene buenos profesionales,,,5.0,,4
29141,3,FC,106,6," Los profesores, la limpieza ...",,,4.0,,4
553,1,AC,31,1, Calidad educativa,,,5.0,,4
896,2,AC,5,2, InnovaciÑn tecnolÑgica en la enseÐanza,,,6.0,,4
9055,4,AC,28,1, Es muy buena la calidad de enseÐanza,,,6.0,,4
3924,3,AC,12,4, AtenciÑn al alumno,,,7.0,,3
27598,2,FC,104,3, Profesores con buena metodologÕa para enseÐar y estudiar en un espacio con infraestructura moderna.,,,4.0,,4
3529,4,AC,13,1, reas verdes en el campus de san isidro,,,7.0,,3
15404,3,AC,34,1, Que dejen entrar a gente de otras universidades acompaÐados por alumnos de la universidad,,,5.0,,3
4482,3,AC,13,1, El sistema es muy lento.,,,7.0,,3
16070,1,AC,33,2, Existe espacio de estudios y facilidades de estudio.,,,6.0,,4
4858,1,AC,4,2, FACILIDADES DE APOYO A LOS ALUMNOS,,,5.0,,4
5005,2,AC,7,1," Una infraestructura mas grande, con màs aulas y espacios pÏblicos",,,5.0,,3
19569,3,AC,15,1, Porque està mejorando la enseÐanza y calidad de profesores.,,Delegado,5.0,,4
25516,3,FC,108,8, Compartir experiencias con profesionales del àmbito de estudio,,Delegado,4.0,,4
23271,4,AC,2,2, Que no exageren al cobrarr!!! Mayor personal en atencion al alumno,,,6.0,,3
5907,3,AC,9,2," Administracion y atencion al alumno  cuando llamamos no contestan, y cuando contestan es preguntale a x y x nos dice preguntale a y etc etc...",,Delegado,6.0,,3
16824,1,AC,36,5," Pensiones muy elevadas, atenciÑn al alumno muy pobre, en caso de tener problemas con los pagos en clÕnica no se encuentran informados para dar ayuda, mal trato a las personas.",,,5.0,,3
130,4,AC,26,2, Por tu calidad de enseÐanza,,,5.0,,4
5530,4,AC,11,4, AtenciÑn al alumno y disponibilidad de secciones.,,,6.0,,2
32263,2,FC,108,8, Las clases son en las noches en horarios que ayudan a gente que labora,,,4.0,,4
30540,3,FC,101,1, Los buenos profesores y que es un amplio lugar,,,4.0,,4
3822,2,AC,25,1, Bueno que puedan ayudar màs a los alumnos con la economÕa baja y no todo sea plata para poder evaluar a alguien.,,,4.0,,2
11444,1,AC,33,2," Los proyectos son bastante buenos, pero fallan en algo, se olvidan que son una universidad y hacen el papel de una fàbrica de profesionales, las personas llegan aquÕ no sÑlo para estudiar, sino para poder seguir creciendo y experimentando, arrebatarles una experiencia universitaria de la cual todos se puedan sentir orgullosos no es algo conveniente para el desarrollo emocional de la persona, hace falta por esos motivos que los alumnos se identifiquen mas con su universidad.",,,5.0,,2
16875,2,AC,26,1, La pensiÑn en bastante,,,5.0,,2
19017,1,AC,28,1, En nada especialmente.,,,4.0,,3
17127,4,AC,31,5, Sitios para estudiar,,,6.0,,3
15563,3,AC,11,4, En el sistema,,Delegado,7.0,,2
20565,4,AC,25,4," Ambientes màs grandes y espacios deportivos para todos ,tambi_n mejorar el sistema de matrÕcula y que todos los alumnos logren llevar los cursos que desean",,Delegado,4.0,,3
13294,1,AC,25,1, La forma de enseÐar,,,3.0,,4
7819,4,AC,5,2, Las aulas deben tener aire acondicionado,,,5.0,,3
31428,1,FC,104,1," Brindar mayores canales de informacion. con respecto las becas, deberia ser para todos los alumnos incluyendo a EPE",,,4.0,,3
32754,4,FC,101,6, Las herramientas a disposiciÑn del alumno y el buen aprendizaje,,,4.0,,4
32688,4,FC,106,3, Servicio y el aula virtual,,,4.0,,3
6426,4,AC,31,4, La matricula,,Delegado,5.0,,3
4826,4,AC,29,1," AmpliaciÑn del 4 , sobretodo en las àreas verdes , ademàs mejora de los servicios tales como el comedor (falta de espacio) , AsÕ tambi_n como la mejora del termostato de las aulas , por ejemplo el del aula A205 En SI.",,,3.0,,3
21198,4,AC,26,3, Por la exigencia,,,4.0,,3
32160,3,FC,105,1, Permitir desde el primer ciclo elegir los horarios,,,4.0,,3
23447,3,AC,26,5," Centro de atenciÑn al alumno, recategorazacion, talleres de cursos.",,,7.0,,2
29292,3,FC,101,5," Hay algunos cursos que no estàn orientados a mi carrera. Me refiero a que sÕ pueden ser aplicados a mi carrera, pero no los orienta el docente a ello.",,,5.0,,3
29218,2,FC,105,1, En los profesores,,,4.0,,3
2189,3,AC,2,1, el desempeÐo y la exigencia de los profesores y como todo se organiza,,,4.0,,4
15092,3,AC,7,5," el paradero es terrible esta cochino y desordenado, las combis te faltan el respeto y tiran basura. la cafeterÕa siempre esta llena y no hay suficiente espacio para todos tambien hay mucha cola.",,,5.0,,2
24387,3,AC,24,1, Traer restaurantes de comida ràpida,,,5.0,,3
3856,4,AC,31,1, que los servicios que brinda mi universidad esten mas a la vista,,,5.0,,3
28097,2,FC,101,1," Deberian explicar el tema de ingles antes de matricularse, no me parece que luego 1ye estas matriculado recien te digan que tienes que llevar ingles o no te podraa matricular",,,4.0,,2
21476,4,AC,10,2, Es muy buena pero cada vez es mas caro,,,6.0,,3
2146,3,AC,32,3, Es buena,,,3.0,,4
5446,3,AC,13,1, Mejorar la matrÕcula,,Delegado,7.0,,3
6348,3,AC,31,1, Buena educaciÑn,,,5.0,,4
29264,3,FC,107,1, DistribuciÑn de alumnos en las clases a tomar,,,4.0,,3
26391,4,PRESENCIAL,214,1, Lo c_ntrico de su ubicaciÑn.,,,,,4
30490,3,FC,107,9, Pensar en los alumnos antes de tomar decisiones,,Delegado,5.0,,2
19093,2,AC,25,2," en los profesores, hace unas semanas pedimos el cambio de un docente y hasta ahora no lo solucionan",,,5.0,,3
13729,1,AC,5,3, Es buena y tiene el wassc pero es muy cara,,Delegado,6.0,,3
2801,4,AC,31,3, aumentar la capacidad de lugares donde estudiar,,,4.0,,3
9024,3,AC,30,5, Es buena universidad,,,6.0,,4
174,3,AC,5,8, Su atencion al alumno es pesima. Considero que deberian hacer un plan de mejora en ese aspecto,,,3.0,,3
23584,1,AC,37,3," DeberÕa de haber por ley una guarderÕa y un lactario, muchas alumnas como yo muchas veces no tenemos xon quien dejar a nuestros bebes y serÕa beneficioso para nosotras shower estudiar teniendo a nuestros bebes cerca y para ustedes tambi_n por que los alumnos que estudian educaciÑn inicial se verÕan veneficiados al practicar con ellos. Es deberÕa cambiar y serÕa la mejor universidad del paÕs",,,5.0,,2
10977,3,AC,11,2, Matricula pesima,,,5.0,,2
4215,2,AC,31,1, ReducciÑn de costos en las pensiones y otros servicios.,,,5.0,,3
15849,3,AC,39,6, Logran que uno mismo se exija y quiera mejora constantemente.,,Delegado,7.0,,4
23322,4,AC,5,5, Su internacionalidad,,,5.0,,4
20584,3,AC,5,1," Me parece una de las mejores universidades del PerÏ, por enseÐanza, infraestructuras y oportunidades laborales",,,2.0,,3
18252,1,AC,1,2, Mucho cobran,,,4.0,,2
28856,2,FC,108,12," Uno de los temas principales es el costo, otro punto es la no posibilidad de poder matricularse en varias sedes.",,,2.0,,3
33333,3,FC,106,1, La calidad de enseÐanza infraestructura y tecnologÕa,,,4.0,,4
22073,3,AC,29,7, falta de organizaciÑn en la matrÕcula y los horarios que existen.,,,5.0,,3
23582,3,AC,7,4, Excelentes profesores,,,3.0,,4
3874,3,AC,12,1, Canchas de futbol,,,6.0,,3
15323,3,AC,3,3, En la agilidad de atenciÑn al alumno,,Delegado,6.0,,3
14756,1,AC,31,1, Que tiene una forma didàctica de enseÐar y nos facilita la forma de aprender y realizar nuestras actividades mediante el blackboard,,Delegado,5.0,,4
28345,3,FC,107,1," Falta màs practica, el tiempo que tenemos para este curso es corto.",,,3.0,,2
19261,3,AC,15,2, En la atencion al alumno,,,5.0,,3
18086,1,AC,7,3, Tiene buena infraestructura y la enseÐanza es buena. Aunque podrÕa mejorar haciendo convenios con màs universidades internacionales avanzadas.,,,4.0,,3
14376,3,AC,5,1, Que es innovadora y usualmente esta mejorando la tecnologÕa,,,5.0,,4
23413,3,AC,11,7, Mayor apoyo por parte econÑmica y mejor ambientes para estudiar,,,5.0,,2
10744,3,AC,40,1," Instalaciones, mejorar en sus plataformas virtuales. No tener cursos blended",,Delegado,7.0,,3
10747,1,AC,37,5, El sistema de matrÕcula no funciona y te atrasa siempre.,,,7.0,,1
4070,4,AC,13,1," Suben demasiado la pensiÑn, quitaron los muebles y tienes diferentes deficiencias",,,5.0,,1
32709,4,FC,101,4, La facilidad de los horarios,,,4.0,,4
10860,3,AC,17,3, su enseÐanza,,Delegado,6.0,,4
33669,1,PRESENCIAL,225,1," Mejorar: Tramites al alumno , matricula de pregrado (Soy ex alumna) , comunicaciÑn con los encargados de Mestria a nivel institucional. ",,,,,4
24225,3,AC,24,5," Toda mi carrera (la malla, los profesores, etc)",,Delegado,7.0,,4
4327,1,AC,35,1, la infraestructura los campos deportivos y la accesibilidad a material de estudio,,,4.0,,4
12813,2,AC,31,2, La modalidad blender no es muy buena para cursos de matematica,,,5.0,,3
15062,2,AC,25,1," Su forma de enseÐar, con tecnologia. Aparte su metodologia",,,5.0,,4
16980,1,AC,38,5, Servicios de todo tipo y atencion al alumno,,,6.0,,3
29543,3,FC,108,3," la acreditaciÑn que està alcanzado la universidad, su prestigio",,,4.0,,4
7339,1,AC,37,3," Servicio de buses, màs horarios",,,6.0,,3
15102,3,AC,13,7, No incremento de la pension,,,7.0,,2
20232,4,AC,20,2, Que solucionen los problemas del aula virtual con rapidez que a veces se presentan.,,,4.0,,3
33239,1,FC,111,3, Falta mayor orientaciÑn para convalidar no hay asesoria de cursos para los de epe fin de semana. No convalidan cursos quw ya estudie de de 3 cicli fisica etica càlculo etc.,,Delegado,4.0,,1
10403,4,AC,25,2, La tecnologia que se aplica para una enseÐanza eficiente,,,6.0,,4
2322,2,AC,5,1, Que cuenta con una tecnologÕa que apoya bastante ademàs de sus aulas y profesores que tienen buena didàctica de enseÐanza.,,Delegado,5.0,,4
20695,1,AC,17,2, La calidad de enseÐanza y los distintos laboratorios.,,,7.0,,4
1823,2,AC,7,2, LAS CLASES,,,5.0,,4
24048,1,AC,16,6, MUY CARA,,,4.0,,3
4295,1,AC,5,1, Buen campus,,,4.0,,4
23081,3,AC,26,2," Porqu_ es muy buena, està a la vanguardia de todo lo que necesitamos, lo Ïnico que recomendarÕa es el bajar la escala de precios",,,7.0,,4
14628,3,AC,32,1, Mss facilidades para los discapasitados con ranpas p algo asi,,,4.0,,3
14456,3,AC,3,1," Me parece que la universidad del 3 requiere de màs espacio , ya que es muy reducido al momento de cambios de salones",,,4.0,,3
13084,4,AC,3,5, Mejorar atencion al alumno,,Delegado,6.0,,3
18122,1,AC,7,2, Creo que la universidad es muy buena pero la gran mayoria de personas con las que te topas adentro no son competitivas,,Delegado,4.0,,3
18183,2,AC,32,2, Porque es una caca,,Delegado,7.0,,1
13735,3,AC,26,5," La calidad de profesores que enseÐa y el contenido de los cursos, lo malo es la conexiÑn de internet, al ser muy lenta dificulta realizar las traes acad_micas",,,6.0,,4
17809,4,AC,14,3, En no implementar cursos blended,,,6.0,,3
14078,4,AC,5,5," PodrÕan mejorar algunos servicios de atenciÑn al alumno, no hacer blended los cursos matemàticos",,Delegado,7.0,,3
12313,1,AC,7,1, Algunos profesores no explican bien los temas y defrente lanzan a resolver ejercicios que no explican previamente,,,4.0,,1
4018,4,AC,14,6, Debe de haber màs ambientes para estudiar y relajarse,,Delegado,7.0,,3
227,3,AC,14,5, Calidad de educaciÑn,,Delegado,7.0,,4
30978,4,FC,104,4," Valoro la calidad de profesionales que tiene, la organizaciÑn y el sistema, la calidad educativa y el prestigio que tiene.",,,4.0,,4
17849,2,AC,7,2, Falta de comodidad en el ar_a,,,5.0,,3
24419,4,AC,28,7, Deben dar mejor atenciÑn al alumno en San Isidro. Deben ser màs amables y pacientes las seÐoritas de atenciÑn.,,Delegado,7.0,,3
24520,4,AC,12,1, Mejor puesto en ranking de universidades,,,4.0,,3
630,3,AC,5,1," Tieenen fallas en todos lados, se filtrab examenes parciales fianles, hacen blended cursos como calculo que deberian ser presenciales, mas piensan en sus intereses antes que el de los alumnos, para matrocularse siempre es un problema",,Delegado,3.0,,1
1531,4,AC,31,4, Exista una mayor cantidad de libros para poder estudiar y de espacios como bibliotecas,,,5.0,,3
14071,2,AC,28,1, Mejorar los espacion de descanso,,,6.0,,3
17401,2,AC,5,1, Porque los profesores enseÐan de manera didàctica aparte tiene mucha tecnologÕa,,,4.0,,4
17343,2,AC,5,1," Los profesores, las clases, el m_todo de enseÐanza Y las chicas lindas",,,4.0,,4
28410,3,FC,107,1, Los contenidos aprendidos,,,4.0,,4
7317,1,AC,25,1, En cuando desearia que tenga convenios con mas universidades del extranjero asi poder ejercer mejor nuestra profesiÑn.,,,3.0,,3
20879,4,AC,2,3, Muchos controles los fines de semanas por los cursos blended que a veces se acumulan,,,7.0,,3
33106,4,PRESENCIAL,222,1, Los profesores.,,,,,4
26301,1,FC,109,3, El m_todo de enseÐanza,,,4.0,,4
2459,2,AC,32,1, DeberÕan implementar el deporte en la sede San Miguel.,,,6.0,,3
17527,2,AC,15,3," Acreditaciones, tecnologia, ubicacion, infraestructura, prestigio en crecimiento, exigencia",,Delegado,5.0,,4
12538,3,AC,26,5, Atencion al alumno,,,6.0,,1
15030,3,AC,6,3, La educacion,,Delegado,6.0,,4
13258,3,AC,3,3," El àrea es investigaciÑn es muy baja. Asimismo , se debe eliminar el curso blended o , al menos, reducirlo para cursos matemàticos. Crear màs laboratorios y mayor limpieza.",,,7.0,,3
6056,3,AC,3,2, Que tengo la oportunidad de salir con doble titulo y que tengo la oportunidad de hacer ciclos en otros paises,,Delegado,6.0,,4
12320,1,AC,31,1, La tecnologÕa es precisa... Ademàs del nivel de enseÐanza,,Delegado,3.0,,3
22762,3,AC,3,2,"  En el àrea administrativa, atenciÑn al alumno  En los salones hay cursos que se necesitan hacer en clase y no blended.",,,5.0,,3
17386,1,AC,5,1," La infraestructura que tiene el campus, las àreas verdes, salones amplios y ventilados.",,,4.0,,4
8072,3,AC,25,7, Sus buenos profesores.,,,8.0,,4
33498,4,PRESENCIAL,218,1, Se ha cambiado la malla de la MaestrÕa de Finanzas y no se nos ha informado ni enviado la nueva malla; demoran responder los correos por parte de administraciÑn,,,,,1
7438,3,AC,5,3," Control de alumnos en la universidad, hay demasiados y mejorar las gestiones del aula virtual como la matricula, cambio de contraseÐa",,,5.0,,3
5997,4,AC,3,1," Porque es muy buena la enseÐanza brindada y los m_todos que usan para aprender , ademàs por el prestigio que tiene esta.",,,5.0,,4
29464,3,FC,101,10," Que te exigen, y se preocupan porque realmente aprendas. Y poder usar ese aprendizaje en la gestiÑn de la empresa donde laboro.",,,1.0,,4
19460,2,AC,7,1, Acceso a casilleros y espacios para trabajos para alumnos de arquitectura,,,3.0,,3
8905,1,AC,5,2, En la atenciÑn,,,7.0,,3
23274,1,AC,34,2, Mejorar aspectos administrativos.,,Delegado,5.0,,2
18205,4,AC,29,6," Las quejas de los alumnos no siempre son atendidas. Los profesores de un mismo curso enseÐan de manera distinta (y distintos temas) en cada ciclo. Falta de exigencia al evaluar. Es necesario presionarnos màs si queremos ser mejores. Con esto no quiero decir que la universidad sea mala, solo deseo que mejore màs.",GEA,Delegado,6.0,,2
17412,1,AC,3,1, La importancia que le dan al deporte y los beneficios que te dan gracias a ellos .,,,4.0,,4
5379,1,AC,4,4," Deben trabajar en aspecto de matricula, horarios, estacionamientos,",,Delegado,7.0,Deportista,3
11065,4,AC,9,4, Es una buena universidad,,Delegado,7.0,,3
29239,3,FC,106,5, Mi experiencia ha sido bastante satisfactoria,,,4.0,,3
10094,3,AC,24,4," Deben tener un mejor trato al alumno, mejoren la matricula si ya saben que van a haber problemas porque esperan para el dia de la matricula presencial, si saben que por contacto web no se dan abasto",,,7.0,,3
2047,4,AC,9,2, Los ambientes para pasar tu tiempo libre y estudiar tranquilo,,,5.0,,4
3552,3,AC,31,4, En el q hagan un seguimiento a los profesores para verificar su calidad de enseÐanza.,,,6.0,,3
20137,2,AC,31,3, Buena tecnologÕa,,,5.0,,4
3651,3,AC,25,4, La nota aprobatoria,,,4.0,,1
26762,1,FC,109,3," Es una buena universidad, ya que me esta brindando todo lo que necesito para desarrollarme como profesional.",,Delegado,4.0,,4
14805,3,AC,21,1, El servicio de atenciÑn al alumno y la calidad de los portales virtuales,,,5.0,,3
28960,3,FC,108,9, Mejorar el socrates y toda la intranet para qu sea accesible siempre desde chrome. Bajar el costo de las pensiones para antiguos alumnos EPE,,,4.0,,3
8973,1,AC,16,2," la atencion al almunno, y los horarios del bus.",,,5.0,,3
15841,3,AC,8,4," Elimimar (o disminuir) el grado de autodidaccia que exige la modalidad blended, o eliminar esta completamente.",,Delegado,6.0,,3
22934,2,AC,12,1," Los temaa aprendidos, ya que estos seràn de gran utilidad en mi futuro como profesional",,Delegado,6.0,,4
15225,1,AC,35,7, No me brindar la empatÕa que necesito en problemas que se presentan y no me dan una soluciÑn la directora de carrera no me ayuda,,,4.0,,2
15549,3,AC,34,6, Hay muchas cosas por mejorar,,Delegado,7.0,,2
17075,3,AC,5,3," Muchos cursos blended en este ciclo, no ayudan en nada al alumno.",,,6.0,,3
13530,3,AC,31,1, El internet y el sistema son malos no hacen vienvenidas para cachimbos o berbenas como otras universidades sus viernes culturales son aburridos,,,4.0,,1
7932,1,AC,28,1," El wifi , los bebederos de agua , ambientes deportivos",,,5.0,,4
27334,3,FC,100,3, Los profesores,,,3.0,,4
2583,1,AC,33,2, Convenios,,,6.0,,3
2590,1,AC,35,1, Las clases que se dictan muchas veces no quedan del todo claras.,,,6.0,,3
3195,1,AC,14,1, Me gustarÕa reservar màs tiempo los cubÕculos,,,4.0,,3
21765,1,AC,38,6," La calidad de docentes, la infraestructura y la malla curricular.",,,5.0,,4
16559,3,AC,25,3, P_sima atencion al alumno.,,Delegado,4.0,,1
22886,2,AC,13,1," Optar por espacios màs grandes , ya que ya afluencia de alumnos cada vez es mayor 2. Mejorar la comunicaciÑn entre los encargados de atenciÑn en Admision y los que contestan el tel_fono ( no s_ si sean los mismo , pero uno dice una cosa y otro tambi_n) 3. Es verdad que cada ciclo suben 50 soles a la pensiÑn ? , porque ? 4. Que en el cafetÕn me dean mas segundo , ya que me sirven màs Ruiz que otra cosa ( el hecho de que pague solo 7 soles no significa que comer_ puro arroz , cierto?",,,7.0,,2
24043,3,AC,3,10, LA CALIDAD DE ENSEãANZA,,,1.0,,4
25953,4,PRESENCIAL,216,1, Multimedia disponible de manera adecuada. Hubieron clases en las que tenÕamos que esperar que solucionen un problema.,,,,,3
29428,3,FC,101,2, deberÕa de evitar los problemas en la red porque esto perjudica al momento de enviar tareas evaluaciones,,,5.0,,3
